,translated,label,annotation
2988,This online class is even more stressful than face-to-face. F*ck online class,"[[72, 77, 'neg'], [12, 17, 'neg']]","[['class', 'neg'], ['class', 'neg']]"
2989,Online class kapatid ko haha ​​PE daw nila naka pe uniform sya kahit nasa bahay ih mag eexercise daw sila HAHAHAHHAHAHAHAHAHHA,"[[7, 12, 'neu']]","[['class', 'neu']]"
2990,"@SKYserves we have a student attending online class. we have no internet for 2 days. I just paid your company 3,000. please send somebody to check my broadband internet. acct. 608858628.","[[46, 51, 'neu'], [64, 72, 'neu']]","[['class', 'neu'], ['internet', 'neu']]"
2991,Am I the only one who's nervous that my order might arrive at lazada amid online class?,"[[81, 86, 'neg']]","[['class', 'neg']]"
2992,"Goodluck with online classes, don't forget to have breakfast 🤗💜","[[21, 28, 'neu']]","[['classes', 'neu']]"
2993,"I struggle so much in the online class that I think about how I can start and end everything, I just stare like my head is going to break. I'm not learning anything. I'm just thinking about how it will end, when it will be passed. Is it that difficult or easy?","[[33, 38, 'neg'], [147, 155, 'neg']]","[['class', 'neg'], ['learning', 'neg']]"
2994,"@jamashera_ Just handling the requirements during the pandemic is stressful, online class is still possible.🤷🏼‍♂️","[[30, 42, 'neg'], [84, 89, 'pos']]","[['requirements', 'neg'], ['class', 'pos']]"
2995,"It's just a fever, we have an online class tomorrow, goodnight. Flying peace for everyone.","[[37, 42, 'neu']]","[['class', 'neu']]"
2996,"The new normal in Education. Preparing for my Online class. @ Morong, Rizal https://t.co/T4X2TLsXnr","[[53, 58, 'neu'], [4, 14, 'neu']]","[['class', 'neu'], ['new normal', 'neu']]"
2997,"@pldt @PLDT_Cares @PLDTHome SANA MAAYOS PO KAAGAD. NEEDED FOR WORK, NEEDED IN THE ONLINE CLASS OF MY BROTHERS. https://t.co/6jl7RDSyW1","[[89, 94, 'neu']]","[['class', 'neu']]"
2998,@IarrieIy kwela rin talaga mga taga rtu always HAHAHAHA kahit nung rally sa online class diba,"[[83, 88, 'pos']]","[['class', 'pos']]"
2999,"@crlcstro Sakto sana boss sa ""pre pakopya"" starter pack kaso online class na 😂","[[68, 73, 'neu']]","[['class', 'neu']]"
3000,"@mndzjcky Hello !! how are you ok with loads of activities this first week, I hope you don't struggle physically & amp; emotionally in the online class and if you do, just message me if you need motivations so that I can help even with small things, stay safe! 💚🤞🏼","[[48, 58, 'neu'], [146, 151, 'neu']]","[['activities', 'neu'], ['class', 'neu']]"
3001,@hwngsluv stressful online class is hard & gt; :( but I can manage! sleep well and i hope you had a good day and will have another good one tomorrow: DDD,"[[27, 32, 'neg']]","[['class', 'neg']]"
3002,"@romerallisonn Hi, Son! How are you I hope you and your family are fine now, I miss talking and fooling around with you! stay safe always huh? if I need someone to talk to, dm, pm and ig are very open, ok? God bless and gudlak in the online class! ⁇","[[241, 246, 'neu']]","[['class', 'neu']]"
3003,"17k online class, only 3k deducted from tuition. 🤦🏻‍♀️","[[11, 16, 'neu']]","[['class', 'neu']]"
3004,"Online class isn't about learning, it's all about the fvcking deadline.","[[62, 70, 'neg'], [7, 12, 'neg']]","[['deadline', 'neg'], ['class', 'neg']]"
3005,"So I will never discredit the pains that many students are voicing out because this online class is legit and really difficult. But guys please do know that as teachers, we really do everything to ease the difficulty and provide the best even in this situation. Let's fight!","[[160, 168, 'neu'], [46, 54, 'neg'], [91, 96, 'neg']]","[['teachers', 'neu'], ['students', 'neg'], ['class', 'neg']]"
3006,"then it's cheap, you can have an online class","[[40, 45, 'pos']]","[['class', 'pos']]"
3007,I went back to online class because I missed a lot. GG.,"[[22, 27, 'neu']]","[['class', 'neu']]"
3008,"@Pauldeeee Wazzup, Pauldren! I really like ur personality, hardworking, reliable and smart, super duper I admire you in everything, you are all small! Goodluck in the online class, if you need someone to talk to I'm just here, the DM is always open. stay safe ok? God bless! ⁇","[[174, 179, 'neu']]","[['class', 'neu']]"
3009,"@DCBrianLuis Hi, bbq! it’s ok to call me Altair because we’re close, anyway thanks to midnight CoD and calls when someone needs to talk, thanks for playing the piano eme HAHAHA! Goodluck in the online class, and I'm always here. just a dm I'll answer right away. ⁇","[[201, 206, 'neu']]","[['class', 'neu']]"
3010,"@IsletaVash Hello, Mr. Chingchong! chOs, I miss u vash i-bash especially recitations in class HAHA jk! nakakamiss yung tulungan sa quiz, hw at seatworks, super helpful mong tao. stay safe again huh? God bless and gudlak in the Online Class! ✊🏻","[[131, 135, 'neu'], [137, 139, 'neu'], [143, 152, 'neu'], [234, 239, 'neu'], [73, 84, 'neu']]","[['quiz', 'neu'], ['hw', 'neu'], ['seatworks', 'neu'], ['class', 'neu'], ['recitations', 'neu']]"
3011,"@ninamariespl Hi, Nina! I hope you’re doing fine now & amp; I hope SHs is ok with you and you are not having a hard time, if in any case you are having a hard time or need help don’t hesitate to dm ok? stay safe and don't go out when you don't need to. Gudlak in the Online Class! ⁇","[[274, 279, 'neu']]","[['class', 'neu']]"
3012,First day of online class! ⁇,"[[20, 25, 'neu']]","[['class', 'neu']]"
3013,"Yoko to take an online class, I'll just join a lot to do right away aahahha","[[23, 28, 'neg']]","[['class', 'neg']]"
3014,HOW TO EYE ROLL DURING ONLINE CLASS. 🙄 CHAROT,"[[30, 35, 'neu']]","[['class', 'neu']]"
3015,@superaljoon @MissKareee @AljonMendoza_ Busy pa kasi yung mga member na may online class.hehe TRIFFANY HOW TO UNCRUSH #KarJon @MissKareee @AljonMendoza_ https://t.co/yly0uc9WNU,"[[83, 88, 'neu']]","[['class', 'neu']]"
3016,Backout me sir I don't want to take online class HAHAHA,"[[43, 48, 'neg']]","[['class', 'neg']]"
3017,"online class: are there parts of the lecture that are not clear to me, internally: everyone huhu","[[7, 12, 'neg'], [37, 44, 'neg']]","[['class', 'neg'], ['lecture', 'neg']]"
3018,"35 annyeong to my ml buddy HAHAHA g lang sa lahat eh sana all po malakas paturo naman idle 🥺 ang saya mo kasama tas magaling sumayaw hihi arat lakad na pauwi sa stop n shop, seeyou sa online class mwuahh miss u !! 💕","[[192, 197, 'neu']]","[['lass', 'neu']]"
3019,"Damn ,,,, I feel the stress of the online class 😕 #AcademicFreeze","[[42, 47, 'neg']]","[['class', 'neg']]"
3020,"Is it because of an online class or am I just trying to do what I want in the future, which I really can't do?","[[27, 32, 'neu']]","[['class', 'neu']]"
3021,"@SKYserves what happend to your internet service. we have students, attending online class. Acct. 608858628.please responsce immediately","[[32, 40, 'neu'], [85, 90, 'neu'], [58, 66, 'neu']]","[['internet', 'neu'], ['class', 'neu'], ['students', 'neu']]"
3022,Ok I was able to say thank you bHie in the online class. To more milestones this online learning cheret HAHAHAH,"[[50, 55, 'neu'], [88, 96, 'neu']]","[['class', 'neu'], ['learning', 'neu']]"
3023,MULTITASKING me: attending Online Class + Bebe Time HAHHSHSHSHSSKSKHS,"[[34, 39, 'neu']]","[['class', 'neu']]"
3024,Those of you who attend the online class have passed the activity but you are not enrolled in the subject.,"[[35, 40, 'neu'], [57, 65, 'neu']]","[['class', 'neu'], ['activity', 'neu']]"
3025,"6758994886327 Dear Ex, Chnkz Oy! You need to know you are good and cute enough to trouble the online class. Hahaha. I am so grateful to know you since 2017 (?) Please stay innocent 🤪 and playful. I’m always here when your carats leave you. Deserve? TBC","[[101, 106, 'neu']]","[['class', 'neu']]"
3026,"Online Class, not online shop!","[[7, 12, 'neu']]","[['class', 'neu']]"
3027,"Anyways, do you already have an online class and you broke up or haven't started your class yet?","[[39, 44, 'neu'], [86, 91, 'neu']]","[['class', 'neu'], ['class', 'neu']]"
3028,@PLDT_Cares @PLDTHome @pldt I hope you don't just pay attention to celebrities or artists. I hope you will also pay attention to the students now because we need you more because I just applied for the online class in June and so far there is still nothing,"[[133, 141, 'neu'], [209, 214, 'neu']]","[['students', 'neu'], ['class', 'neu']]"
3029,Online class is anti poor.,"[[7, 12, 'neg']]","[['class', 'neg']]"
3030,"I just noticed to myself that eversince I took an online class, every break I have, I just fall asleep AND I'M JUST SLEEPING SUDDENLY SKSKSKS I'm so tired and drained from this online class","[[57, 62, 'neg'], [184, 189, 'neg']]","[['class', 'neg'], ['class', 'neg']]"
3031,this online class +++ training is so frustrating hays wag nalang magpa promote ano,"[[12, 17, 'neg']]","[['class', 'neg']]"
3032,@reenamariiee SI MAAM IRIS NA RAW MAGPPROCESS NUNG SHIFTING KOOOO AHAHSHJSKSHSHAAHJAAJKS SEE YOU SA ONLINE CLASS HAHSHSHDKSKALAPA,"[[107, 112, 'neu']]","[['class', 'neu']]"
3033,When you finish washing online class agadd 🙄,"[[31, 36, 'neu']]","[['class', 'neu']]"
3034,@PLDT_Cares Sana all @PLDT_Cares! The application is over. Need nmin pasa online class ng kapatid ko. It's been 3 weeks. Pure facility assignment. Action are better than words!,"[[81, 86, 'neu']]","[['class', 'neu']]"
3035,I didn't start nasstress in cassy's Online class 😩😩 Was my decision to enroll her right ?! 😭,"[[43, 48, 'neg']]","[['class', 'neg']]"
3036,I can see my stupidity in math even more in this online class,"[[56, 61, 'neg']]","[['class', 'neg']]"
3037,umay online class yoko na sayo,"[[12, 17, 'neg']]","[['class', 'neg']]"
3038,Charlotte and I even had an online class chatting. Charlotte is talkative HAHAAHHA,"[[35, 40, 'neu']]","[['class', 'neu']]"
3039,Nakaka iyak yung online class huhuhuhu,"[[24, 29, 'neg']]","[['class', 'neg']]"
3040,Putaena I don't want online class anymore,"[[28, 33, 'neg']]","[['class', 'neg']]"
3041,"Convo w/ mama Me: Ma, I'm having a hard time in the online class (While hugging and the tears are dripping) Mama: You can do that, we know you can do that, we're all for you. We are lucky to have a child like you!","[[59, 64, 'neg']]","[['class', 'neg']]"
3042,"I'm so thankful to have a BSIS FAMILY thank you for cheering me up yesterday even though you are stressed because of this ""Online Class"" even though everything happened yesterday you are there to encourage me","[[130, 135, 'neg']]","[['class', 'neg']]"
3043,"The stress, frustration and the weight of how I felt yesterday because of the ""Online Class"" quiz right away and saying that the things that need to be done and passed are said 💔 My brain can't handle it and I just close my eyes telling myself that I can kopa ba?","[[86, 91, 'neg'], [93, 97, 'neg']]","[['class', 'neg'], ['quiz', 'neg']]"
3044,"haha solid tulog ko 8pm pa lang kahapon bagsak na eh, sakit sa mata online class siz 🤓","[[63, 67, 'neg'], [75, 80, 'neg']]","[['mata', 'neg'], ['class', 'neg']]"
3045,"What was intense before, the strength of the music, he was still accompanying. It's not bad to play or sing, I just hope to learn to feel, especially in today's situation with an ""online class"".","[[187, 192, 'neu']]","[['class', 'neu']]"
3046,Luh gago lapit na pla ng online class hahahahahha,"[[32, 37, 'neu']]","[['class', 'neu']]"
3047,"I can't take an online class, let alone the f2f class, especially online hahahaha","[[23, 28, 'neu']]","[['class', 'neu']]"
3048,They mentally mind their online class while me thinking when we will meet HAHAHAHAHA,"[[32, 37, 'neu']]","[['class', 'neu']]"
3049,Aga ng online class ko bukas🥴,"[[14, 19, 'neu']]","[['class', 'neu']]"
3050,My mental health cant handle online class.,"[[36, 41, 'neg']]","[['class', 'neg']]"
3051,"121 hey woman who isn't fragile, now yes because you already have jowa 😂 I hope all mythic is idle !! good at math tas dance teacher too, seeyou in online class hihi miss u na 😘","[[156, 161, 'neu']]","[['lass', 'neu']]"
3052,Let us help each other! Share your knowledge to other students. This mode of class is quite stressful and we all know how hard this online class is. https://t.co/iyAsz2Q33X,"[[77, 82, 'neg'], [139, 144, 'neg']]","[['class', 'neg'], ['class', 'neg']]"
3053,@poorabianka @vievavoom I think her online class is over. Have you done your assignments yet? ⁇,"[[43, 49, 'neu'], [77, 88, 'neu'], [43, 48, 'neu']]","[['class', 'neu'], ['assignments', 'neu'], ['class', 'neu']]"
3054,Taenaaa online class na nga lang pota hahahahaha,"[[15, 20, 'neu']]","[['class', 'neu']]"
3055,Eye pain online class,"[[16, 21, 'neg'], [0, 3, 'neg']]","[['class', 'neg'], ['eye', 'neg']]"
3056,There are professors who are really pitiful when it comes to online classes,"[[68, 75, 'pos'], [10, 20, 'pos']]","[['classes', 'pos'], ['professors', 'pos']]"
3057,The moment you didn't know you forgot to turn off the camera while attending the lecture and you were having your late lunch. #onlineclass #onlineclassseries,"[[146, 151, 'neu'], [133, 138, 'neu']]","[['class', 'neu'], ['class', 'neu']]"
3058,"Song online class to, and converge!","[[12, 17, 'neu']]","[['class', 'neu']]"
3059,HAHAHAHA I'll play it in the online class HAHAHAHA,"[[36, 41, 'neu']]","[['class', 'neu']]"
3060,@greatmxsterferm Hahahahaha fyi online class kayo e. When else is it like that? ⁇,"[[39, 44, 'neu']]","[['class', 'neu']]"
3061,"My niece's online class. The classmates who suggested an earlier deadline are still missing. In short, your classmates are no longer your friends. Hahahah","[[18, 23, 'neu'], [108, 119, 'neu'], [29, 39, 'neg'], [65, 73, 'neg']]","[['class', 'neu'], ['classmates', 'neu'], ['classmates', 'neg'], ['deadline', 'neg']]"
3062,@moohandys Totoo kasi. he's just pure keme. nakakatamad umattend parang Online class kemehan ampota,"[[79, 84, 'neu']]","[['class', 'neu']]"
3063,I really don't want to take online classes,"[[35, 42, 'neu']]","[['classes', 'neu']]"
3064,it's hard to concentrate on the online class :),"[[39, 44, 'neg']]","[['class', 'neg']]"
3065,@PLDT_Cares when @lizasoberano tweeted you reply immediately. March 2020 we still request for transfer until now gap. I think my children's online class will end and you have no intention of doing anything. Please people you are beaten https://t.co/9cBHV3eHiL,"[[147, 152, 'neu']]","[['class', 'neu']]"
3066,Hayss hand really online class,"[[25, 30, 'neu']]","[['class', 'neu']]"
3067,I MISS PARTYING HAY My stress reliever now online class is sleep,"[[50, 55, 'pos']]","[['class', 'pos']]"
3068,online selling while online class,"[[28, 33, 'neu']]","[['class', 'neu']]"
3069,"we are having a hard time in this online class. it's very fast pace, everyone seems to be in a hurry ...","[[41, 46, 'neg']]","[['class', 'neg']]"
3070,YUNG BOBO KA NA NGA TAPOS SELF STUDY PA! 🤯🤯🤯 YOKO NA MAG ONLINE CLASS 😭,"[[67, 72, 'neg']]","[['ss 😭', 'neg']]"
3071,tanginang online class to hirap ng kulang sa gadgets!,"[[45, 52, 'neg'], [17, 22, 'neg']]","[['gadgets', 'neg'], ['class', 'neg']]"
3072,"The difficulty of being able to work properly. The service delivered to our passengers was affected. Hole hole road, in the construction of dpwh, accompanied back and forth pit of Maynilad. Even my niece's online class was affected. It hurts too much.","[[213, 218, 'neg']]","[['class', 'neg']]"
3073,"mmy: hoy muhira! take another 100 load saken ah, I already saw you 200 on my bill !! Me: ma may online class na kase po e mmy: even if you just sleep all night, you haven't started yet! If you have a textmate, no. They have internet lyzel ah! me: bagal net kase","[[103, 108, 'neu'], [224, 232, 'neu'], [253, 256, 'neg']]","[['class', 'neu'], ['internet', 'neu'], ['net', 'neg']]"
3074,"Legit boi, the online class is more dull than the actual class","[[57, 62, 'neu'], [22, 27, 'neg']]","[['class', 'neu'], ['class', 'neg']]"
3075,not online class related pero essential din sa panahon ngayon sjsks nakita ko 'to kay angel dei haha ​​sobrang mura mi legit 50pcs talaga at 3ply sya bongga na! check out na sis hahaha https://t.co/BrFfvQHwZ6,"[[11, 16, 'neu']]","[['class', 'neu']]"
3076,another online class essentials! white board sis! list of your sched and deadlines. It's also very nice legit magnetic hahaha it's cheap and it looks durable. bring an eraser and pen to make the shipping fee worth it sksks check out sis! https://t.co/jjUGULmhDm,"[[73, 82, 'neu'], [15, 20, 'neu']]","[['deadlines', 'neu'], ['class', 'neu']]"
3077,Maybe it's not obvious when you don't make up for online class today? Me so lazy.,"[[57, 62, 'neu']]","[['class', 'neu']]"
3078,I'm not really happy with this fucking online class anymore,"[[46, 51, 'neg']]","[['class', 'neg']]"
3079,"6 hi! You're smart, you're still strong enough to play ball! Hays thank you for the friendship! Stay safe! Goodluck in the online class.","[[130, 135, 'neu']]","[['class', 'neu']]"
3080,The attack of the online class when you always finish an activity makes you feel proud,"[[25, 30, 'pos'], [57, 65, 'pos']]","[['class', 'pos'], ['activity', 'pos']]"
3081,PLDT it may not take us more than 1 week before we can install fiber wifi! Until now you still haven't called us! Maybe Asap! For use in online class and work from home 🙏🏻🙏🏻,"[[144, 149, 'neu']]","[['class', 'neu']]"
3082,"69- Uy pers lab HAHAHAHAHA. Thank you for not stopping being good. I'm glad to see you happy today with your partner. I see you are also stressed now in the online class, cheer up future Civil Engineer of Parane fam! (yes) Be careful of C.D.J 😂","[[164, 169, 'neg']]","[['class', 'neg']]"
3083,2- One of the sweetest I've been frenny this College yie HAHAHAHAHA. I miss the time when you give me a hug and a kiss from Angelica. I'm thankful because you're also the one who pushes me to work when I'm lazy. Goodluck in our online class ❤️ Labyu!,"[[235, 240, 'neu']]","[['class', 'neu']]"
3084,@teachermadeldal Be sana ol talaga. Jusko dzai. Especially in the online class ano 🥺,"[[73, 79, 'neu']]","[['class', 'neu']]"
3085,"Shit, I can't move around anymore, even my weekends are eaten by that online class because of the activities.","[[98, 108, 'neu'], [77, 82, 'neu']]","[['activities', 'neu'], ['class', 'neu']]"
3086,"1051 we’re not that close but uhmm hello 😅 keep slaying the online class, bhie","[[68, 73, 'neu']]","[['lass,', 'neu']]"
3087,I'm already immersed in the online class potaa,"[[35, 40, 'neg']]","[['class', 'neg']]"
3088,"Hi friends. I am helping my friend, Wayne. I am knocking on your heart to help him on this online class. Thank you very much and God bless! ♥ ️ #PisoParaSaOnlineClass","[[98, 103, 'neu']]","[['class', 'neu']]"
3089,Diniscuss netiquette on the first day after the professor himself was in the online class.,"[[84, 89, 'neu']]","[['class', 'neu']]"
3090,"3030 - heyy, goodluck sa college life atee and enjoy langsa online class, sayaw na tayo ulett, sobrang ganda mo talagaaa, imissyouu and iloveyouu, keep safeee mwaa❤️","[[67, 72, 'neu']]","[['class', 'neu']]"
3091,"69 - so ayun tall goodluck sa shs life, lang enjoy sa shs ahh kahit online class muna, kaya mo yan, missyouu and keepsafe tall❤️","[[75, 80, 'neu']]","[['class', 'neu']]"
3092,@cv_295 Hahaha I'm like that with my cousins. I'm doing an online class 😅,"[[66, 71, 'neu']]","[['class', 'neu']]"
3093,"Although not swinerte in ml, recovered because of the online class HAHAHAHH","[[61, 66, 'pos']]","[['class', 'pos']]"
3094,"I want to drop out, I can't take online classes anymore.","[[40, 47, 'neg']]","[['classes', 'neg']]"
3095,"the online class is refreshing, I feel like I haven't done or passed an activity","[[72, 80, 'neu'], [11, 16, 'pos']]","[['activity', 'neu'], ['class', 'pos']]"
3096,"816 - yo wassup, goodluck sa college life mo kahit online class muna ngayon sana maenjoy mo pa den, sobrang ganda at sexy mooo, imissyouu and iloveyouu see you soonnn, keep safeee❤️","[[58, 63, 'neu']]","[['class', 'neu']]"
3097,@daracardino Online class pa nga hahahahaahahaha,"[[20, 25, 'neu']]","[['class', 'neu']]"
3098,"I'm losing focus in the online class, you don't know if there are many districts or I'm just lazy or just really ineffective","[[31, 36, 'neg']]","[['class', 'neg']]"
3099,the only thing I appreciate in the online class ... is the fact that I can't wear a bra,"[[42, 47, 'pos']]","[['class', 'pos']]"
3100,"pre, seriously, the online class puts more pressure than the physical class, just truuu","[[27, 32, 'neg']]","[['class', 'neg']]"
3101,Okaaaaaaay so i just received that nothing was done in the past 40 minutes of onlineclass (more like ... online tunganga). Such a waste of time for those using mobile data debah.,"[[84, 89, 'neg'], [160, 171, 'neg']]","[['class', 'neg'], ['mobile data', 'neg']]"
3102,"Tanginang pew yan dimunyu, ako pinapasok sa online class niya sa genmath 🤦🏻‍♀️ habang siya patulog tulog lang ako nagsosolve 😡","[[51, 56, 'neu']]","[['class', 'neu']]"
3103,kaantok mag online class😪😴,"[[19, 24, 'neg']]","[['class', 'neg']]"
3104,Are you all hardened in the online class? while I'm here I'm depressed tite in my stat course 🤧,"[[35, 40, 'neg'], [87, 93, 'neg']]","[['class', 'neg'], ['course', 'neg']]"
3105,Is it an online class or an online pass? sheEet HAHAHAHHA: ((,"[[16, 21, 'neu']]","[['class', 'neu']]"
3106,I laugh a lot in my forst online class potaena HAHAHAHAHA,"[[33, 38, 'pos']]","[['class', 'pos']]"
3107,"The awkward thing is when you break up during lockdown, then you go to an online class. ⁇","[[81, 86, 'neu']]","[['class', 'neu']]"
3108,"Hopefully it's Friday, I'll be in the online class","[[45, 50, 'neu']]","[['class', 'neu']]"
3109,1st day of online class😊,"[[18, 23, 'neu']]","[['class', 'neu']]"
3110,Floating on the first day of online class,"[[36, 41, 'neg']]","[['class', 'neg']]"
3111,it looks like my ass is shrinking because of that online class 😩 HAHAAHHAHAHA char 1/2,"[[57, 62, 'neg']]","[['class', 'neg']]"
3112,#AcademicFreezeNOW pero 2weeks nako nasa online class hahaha https://t.co/5M6gTtJxY9,"[[48, 53, 'neu']]","[['class', 'neu']]"
3113,ugly online class,"[[12, 17, 'neg']]","[['class', 'neg']]"
3114,@KevinMillionare @WolfGiver me pls .. 😊😊 it can help my brother for his online class https://t.co/9YFA1GEc6S,"[[81, 86, 'neu']]","[['ass h', 'neu']]"
3115,"I want to wake up at 6am to prepare Dylan's breakfast, set up the laptop for online class, prepare with him, go to the market, cook, cook, clean the house, do laundry. Repeat. WIFE ME.","[[66, 72, 'neu'], [84, 89, 'neu']]","[['laptop', 'neu'], ['class', 'neu']]"
3116,"Wow, in the midst of the pandemic and hardship of the online class we still have an inconsiderate teacher, wow. Edi will connect all her students to WiFi. He's late, he's still angry, wow.","[[98, 105, 'neg'], [61, 66, 'neg']]","[['teacher', 'neg'], ['class', 'neg']]"
3117,Online class is even more tiring than when I ride a bike,"[[7, 12, 'neg']]","[['class', 'neg']]"
3118,Ready for online class pet valenzuela https://t.co/fUreot6V09,"[[17, 22, 'neu']]","[['class', 'neu']]"
3119,UMAY ONLINE CLASS PROMISE,"[[12, 17, 'neg']]","[['class', 'neg']]"
3120,Song in the online class taena,"[[19, 24, 'neu']]","[['class', 'neu']]"
3121,I hope no professor will spend time in the online class to talk about his chickens,"[[10, 19, 'neu'], [50, 55, 'neu']]","[['professor', 'neu'], ['class', 'neu']]"
3122,So will I always talk to an automated call whenever I follow-up my concern? I sent a DM and still haven’t heard from you yet. I already contacted for reconnection TWO months ago. I have an online class to facilitate. This is so frustrating. @PLDT_Cares @PLDTHome,"[[196, 201, 'neu']]","[['class', 'neu']]"
3123,potek na yan online class na nga lang nalalate ka pa saquita !!!,"[[20, 25, 'neu']]","[['class', 'neu']]"
3124,"I don't know, before taking the online class, it's mandatory to take a bath because the pharmacy will smell like me, eh HAHAHAHAHQ","[[39, 44, 'neu']]","[['class', 'neu']]"
3125,feel ko hanggang next sem pa online class hayyyy: & lt;,"[[36, 41, 'neu']]","[['class', 'neu']]"
3126,How is my eye vision after this fucking #Onlineclass,"[[47, 52, 'neg']]","[['class', 'neg']]"
3127,"It's okay that I wasn't able to enroll this year. Because I also use my phone in the youngest's online class, how can we go online at the same time, right?","[[103, 108, 'neu'], [72, 77, 'neu']]","[['class', 'neu'], ['phone', 'neu']]"
3128,My youngest brother's #Onlineclass. Grade 2. Nakakaloka kapag nag lalag hahha 😂 tapos minsan putol putol yung pasalita kaya hindi ganun kalinaw mga sinabi. https://t.co/BT8eKG7ans,"[[29, 34, 'neu']]","[['class', 'neu']]"
3129,#Onlineclass Braaaaah,"[[7, 12, 'neu']]","[['class', 'neu']]"
3130,"Boss @trykegutierrez pengeng gaming chair/monoblock with sandalan hahaha, nanakit po kasi likod ih sa online class pano pa naman 8am to 7pm class HAHAHAHAH sana mapansin ni boss @trykegutierrez #T1 ☝️","[[109, 114, 'neg']]","[['class', 'neg']]"
3131,On Omegle you can have online class fun Not boring 😂🤘,"[[30, 35, 'pos']]","[['class', 'pos']]"
3132,"Nakaka bagot na online class, 24/7 halos ah 🙃","[[23, 28, 'neg']]","[['class', 'neg']]"
3133,"What a good brand of tablet that is also cheap. For online class only, I'll just give it to my child. Hehe","[[21, 27, 'pos'], [59, 64, 'neu']]","[['tablet', 'pos'], ['class', 'neu']]"
3134,"Hi again. Kulit ko haha! Anyways, who uses data here for online class? If you are a smart user, reply below. Because I'm smart and I still have a balance of 200 will pick 4 winners for 50 pesos load. Help rt, thank you💚","[[64, 69, 'neu'], [43, 47, 'neu']]","[['class', 'neu'], ['data', 'neu']]"
3135,"How much is an online class. 12 gb which is approx. 6 hours of zoom conference is 200 php. And that is only good for a day of class. 200 php every day per device. If you have 3 children, thats 600 pesos a day of data load.","[[22, 27, 'neu']]","[['class', 'neu']]"
3136,Good luck with your online class ... https://t.co/juDwHKmO9g,"[[27, 32, 'neu']]","[['class', 'neu']]"
3137,"The difficulty here in the online class: You already have a problem with the online class, you still have a problem with the people at home where you take the online class. Unlike when you go to school, you leave early, you come home late. You fall asleep. Is he his problem, not the one like neto you sympathize with","[[34, 39, 'neg'], [84, 89, 'neg'], [166, 171, 'neg']]","[['class', 'neg'], ['class', 'neg'], ['class', 'neg']]"
3138,"I took an online class at tesda, it was fun hihihi","[[17, 22, 'pos']]","[['class', 'pos']]"
3139,"I see a lot of rarants about online class, I see myself as a mistress again.","[[36, 41, 'neu']]","[['class', 'neu']]"
3140,"Our school will provide laptops to students who do not yet have the equipment in the online class. If you're from Q.C, you know this, but the extent of qc is limited, I'm not sure if everyone will be given the internet. Nakakaumay na !!","[[92, 97, 'neu'], [210, 218, 'neu'], [4, 10, 'neu'], [24, 31, 'neu'], [68, 77, 'neu']]","[['class', 'neu'], ['internet', 'neu'], ['school', 'neu'], ['laptops', 'neu'], ['equipment', 'neu']]"
3141,Attend an online class first,"[[17, 22, 'neu']]","[['class', 'neu']]"
3142,I'm so stressed out in the online class,"[[34, 39, 'neg']]","[['class', 'neg']]"
3143,"@ httpshanami It's a difficult online class, they make it even harder for themselves by just staring ,,, tsk","[[38, 43, 'neg']]","[['class', 'neg']]"
3144,hOyyY! I'm getting tired of the Online Class: ((#AcademicFreezeNOW,"[[39, 44, 'neg']]","[['class', 'neg']]"
3145,online class is real 👌☹️,"[[7, 12, 'neu']]","[['class', 'neu']]"
3146,How will I know if kids learned in my online class?,"[[45, 50, 'neu']]","[['class', 'neu']]"
3147,I'm not a #Onlineclass anymore,"[[17, 22, 'neu']]","[['class', 'neu']]"
3148,"The thunder is bad, it's good we don't have an online class yet because I'm really going to kill my lappy, I still love my life 😂","[[100, 105, 'neu'], [54, 59, 'pos']]","[['lappy', 'neu'], ['class', 'pos']]"
3149,I saw a shared post on fb waiting for the suspension of class 😅 is that a trend in online class? 😅,"[[91, 96, 'neu'], [56, 61, 'neu']]","[['lass?', 'neu'], ['class', 'neu']]"
3150,"It's very difficult in the online class, you can't really enter when the internet is weak","[[34, 39, 'neg'], [73, 81, 'neg']]","[['class', 'neg'], ['internet', 'neg']]"
3151,#Onlineclass is TRENDING every Monday,"[[7, 12, 'neu']]","[['class', 'neu']]"
3152,if not online class maybe I'm in chibz now because there is no class 🥵 or 6h or 7p,"[[14, 19, 'neu'], [63, 68, 'neu']]","[['class', 'neu'], ['class', 'neu']]"
3153,the real difficulty of that online class is psh tas when you can't get support from your family. against you guys! 🤦🏻‍♂️❤️,"[[35, 40, 'neg']]","[['class', 'neg']]"
3154,I'm going to have anxiety because of the online class!,"[[48, 53, 'neg']]","[['class', 'neg']]"
3155,Online class GC is just like a relationship you have to say everything word for word and don't just expect magets to immediately give you instructions or they know immediately intuitively. Talking about the Notre dame teacher who didn't respond well to her student haha ​​as a thunder damer,"[[218, 225, 'neg']]","[['teacher', 'neg']]"
3156,So who wear shades in online class? Hahahaha 😎,"[[29, 34, 'neu']]","[['class', 'neu']]"
3157,nakakatamad naman tong online class na to!,"[[30, 35, 'neg']]","[['class', 'neg']]"
3158,online class nanaman,"[[7, 12, 'neu']]","[['class', 'neu']]"
3159,kunyare listening to online class 😂 https://t.co/JIHU4QzrBi,"[[28, 33, 'neu']]","[['class', 'neu']]"
3160,HAHAHAHA online class yet,"[[16, 21, 'neu']]","[['class', 'neu']]"
